RefSeq mRNA ID	NCBI gene ID	Gene name
NM_001005245	219487	OR5M11
NM_001004730	219493	OR5AR1
NM_001005210	219527	LRRC55
NM_001105565	219537	SMTNL1
NM_145008	219539	YPEL4
NM_153450	219541	MED19
NM_001317078	219541	MED19
NM_152706	219557	TEX47
NM_181646	219578	ZNF804B
NM_004476	219595	FOLH1
NM_001014986	219595	FOLH1
NM_001193471	219595	FOLH1
NM_001193472	219595	FOLH1
NM_001193473	219595	FOLH1
NM_173554	219621	C10orf107
NM_178505	219623	TMEM26
NM_153367	219654	ZCCHC24
NM_145010	219670	ENKUR
NM_001270383	219670	ENKUR
NM_173081	219681	ARMC3
NM_001282745	219681	ARMC3
NM_001282746	219681	ARMC3
NM_001282747	219681	ARMC3
NM_170744	219699	UNC5B
NM_001244889	219699	UNC5B
NM_152709	219736	STOX1
NM_001130161	219736	STOX1
NM_001130159	219736	STOX1
NM_001130160	219736	STOX1
NM_145306	219738	C10orf35
NM_173555	219743	TYSND1
NM_001040273	219743	TYSND1
NM_001329651	219749	ZNF25
NM_001329653	219749	ZNF25
NM_001329650	219749	ZNF25
NM_001329659	219749	ZNF25
NM_001329654	219749	ZNF25
NM_001329652	219749	ZNF25
NM_001329655	219749	ZNF25
NM_001329648	219749	ZNF25
NM_001329649	219749	ZNF25
NM_001329657	219749	ZNF25
NM_145011	219749	ZNF25
NM_153368	219770	GJD4
NM_181698	219771	CCNY
NM_145012	219771	CCNY
NM_001282854	219771	CCNY
NM_001282853	219771	CCNY
NM_001282852	219771	CCNY
NM_145307	219790	RTKN2
NM_001282941	219790	RTKN2
NM_152710	219793	TBATA
NM_001318242	219793	TBATA
NM_001318243	219793	TBATA
NM_001318241	219793	TBATA
NM_145013	219833	C11orf45
NM_001256088	219833	C11orf45
NM_145014	219844	HYLS1
NM_001134793	219844	HYLS1
NM_001258242	219854	TMEM218
NM_001258244	219854	TMEM218
NM_001258247	219854	TMEM218
NM_001258239	219854	TMEM218
NM_001080546	219854	TMEM218
NM_001258238	219854	TMEM218
NM_001258246	219854	TMEM218
NM_001258243	219854	TMEM218
NM_001258240	219854	TMEM218
NM_001258245	219854	TMEM218
NM_001258241	219854	TMEM218
NM_001145290	219855	SLC37A2
NM_198277	219855	SLC37A2
NM_001005195	219858	OR8B12
NM_001005198	219865	OR8G5
NM_001004464	219869	OR10G8
NM_001001953	219870	OR10G9
NM_001004474	219873	OR10S1
NM_001005187	219874	OR6T1
NM_001001965	219875	OR4D5
NM_001130047	219899	TBCEL
NM_152715	219899	TBCEL
NM_001198671	219902	TMEM136
NM_001198675	219902	TMEM136
NM_001198673	219902	TMEM136
NM_001198672	219902	TMEM136
NM_174926	219902	TMEM136
NM_001198670	219902	TMEM136
NM_001198674	219902	TMEM136
NM_181515	219927	MRPL21
NM_181514	219927	MRPL21
NM_139075	219931	TPCN2
NM_001291992	219938	SPATA19
NM_174927	219938	SPATA19
NM_001005186	219952	OR6Q1
NM_001005211	219954	OR9I1
NM_001005212	219956	OR9Q1
NM_001005283	219957	OR9Q2
NM_001004459	219958	OR1S2
NM_001004458	219959	OR1S1
NM_001004471	219960	OR10Q1
NM_001005489	219965	OR5B17
NM_001005218	219968	OR5B21
NM_145016	219970	GLYATL2
NM_001039396	219972	MPEG1
NM_001001954	219981	OR5A2
NM_001004728	219982	OR5A1
NM_001004708	219983	OR4D6
NM_001004706	219986	OR4D11
NM_152716	219988	PATL1
NM_173801	219990	OOSP2
NM_001278242	219995	MS4A15
NM_152717	219995	MS4A15
NM_001098835	219995	MS4A15
NM_152718	220001	VWCE
NM_153611	220002	CYB561A3
NM_001161452	220002	CYB561A3
NM_001300763	220002	CYB561A3
NM_001161454	220002	CYB561A3
NM_001170753	220004	PPP1R32
NM_145017	220004	PPP1R32
NM_182833	220032	GDPD4
NM_145018	220042	DDIAS
NM_173556	220047	CCDC83
NM_001286159	220047	CCDC83
NM_153451	220064	ORAOV1
NM_145309	220074	LRTOMT
NM_001271471	220074	LRTOMT
NM_001318803	220074	LRTOMT
NM_001205138	220074	LRTOMT
NM_001145310	220074	LRTOMT
NM_001145307	220074	LRTOMT
NM_001145308	220074	LRTOMT
NM_001145309	220074	LRTOMT
NM_182542	220081	ERICH6B
NM_152719	220082	SPERT
NM_001286341	220082	SPERT
NM_001286342	220082	SPERT
NM_198989	220107	DLEU7
NM_001306135	220107	DLEU7
NM_001330522	220108	FAM124A
NM_001242312	220108	FAM124A
NM_145019	220108	FAM124A
NM_001039535	220134	SKA1
NM_145060	220134	SKA1
NM_001039535	220134	SKA1
NM_145060	220134	SKA1
NM_145020	220136	CFAP53
NM_152721	220164	DOK6
NM_145178	220202	ATOH7
NM_001145373	220213	OTUD1
NM_152722	220296	HEPACAM
NM_178507	220323	OAF
NM_145719	220359	TIGD3
NM_175885	220382	FAM181B
NM_152723	220388	CCDC89
NM_001282460	220416	LRRC63
NM_173557	220441	RNF152
NM_001330668	220869	CBWD5
NM_001286836	220869	CBWD5
NM_001024916	220869	CBWD5
NM_001286835	220869	CBWD5
NM_001143769	220929	ZNF438
NM_001143767	220929	ZNF438
NM_001143768	220929	ZNF438
NM_001143766	220929	ZNF438
NM_001143770	220929	ZNF438
NM_001143771	220929	ZNF438
NM_182755	220929	ZNF438
NM_194298	220963	SLC16A9
NM_001323981	220963	SLC16A9
NM_001323980	220963	SLC16A9
NM_001323977	220963	SLC16A9
NM_001323978	220963	SLC16A9
NM_001323979	220963	SLC16A9
NM_001347842	220965	FAM13C
NM_001347840	220965	FAM13C
NM_198215	220965	FAM13C
NM_001001971	220965	FAM13C
NM_001143773	220965	FAM13C
NM_001347849	220965	FAM13C
NM_001347852	220965	FAM13C
NM_001347844	220965	FAM13C
NM_001347847	220965	FAM13C
NM_001166698	220965	FAM13C
NM_001282866	220972	MARCH8
NM_001002266	220972	MARCH8
NM_145021	220972	MARCH8
NM_001002266	220972	MARCH8
NM_145021	220972	MARCH8
NM_001282866	220972	MARCH8
NM_001330247	220988	HNRNPA3
NM_001330248	220988	HNRNPA3
NM_194247	220988	HNRNPA3
NM_001318141	220992	ZNF485
NM_001318140	220992	ZNF485
NM_145312	220992	ZNF485
NM_001318142	220992	ZNF485
NM_001318143	220992	ZNF485
NM_001282862	221002	RASGEF1A
NM_145313	221002	RASGEF1A
NM_001001330	221035	REEP3
NM_032776	221037	JMJD1C
NM_001322252	221037	JMJD1C
NM_001322254	221037	JMJD1C
NM_001318154	221037	JMJD1C
NM_001318153	221037	JMJD1C
NM_001282948	221037	JMJD1C
NM_001322258	221037	JMJD1C
NM_145314	221044	UCMA
NM_001303118	221044	UCMA
NM_001303119	221044	UCMA
NM_001010924	221061	FAM171A1
NM_152725	221074	SLC39A12
NM_001282733	221074	SLC39A12
NM_001282734	221074	SLC39A12
NM_001145195	221074	SLC39A12
NM_001351115	221078	NSUN6
NM_182543	221078	NSUN6
NM_178815	221079	ARL5B
NM_203422	221091	LRRN4CL
NM_001079559	221092	HNRNPUL2
NM_139178	221120	ALKBH3
NM_001318939	221143	EEF1AKMT1
NM_174928	221143	EEF1AKMT1
NM_001166017	221150	SKA3
NM_145061	221150	SKA3
NM_152726	221154	MICU2
NM_001286792	221178	SPATA13
NM_153023	221178	SPATA13
NM_001286795	221178	SPATA13
NM_001286793	221178	SPATA13
NM_001286794	221178	SPATA13
NM_001166271	221178	SPATA13
NM_152727	221184	CPNE2
NM_001318481	221188	ADGRG5
NM_001304376	221188	ADGRG5
NM_153837	221188	ADGRG5
NM_001305174	221191	PRSS54
NM_001080492	221191	PRSS54
NM_001305173	221191	PRSS54
NM_001190158	221223	CES5A
NM_145024	221223	CES5A
NM_001143685	221223	CES5A
NM_001190158	221223	CES5A
NM_145024	221223	CES5A
NM_001143685	221223	CES5A
NM_001277339	221262	CCDC162P
NM_145025	221264	AK9
NM_001145128	221264	AK9
NM_152729	221294	NT5DC1
NM_001256888	221301	FAM26D
NM_153036	221301	FAM26D
NM_001256889	221301	FAM26D
NM_001256887	221301	FAM26D
NM_145062	221302	ZUFSP
NM_001085480	221303	FAM162B
NM_152730	221322	TBC1D32
NM_152731	221336	BEND6
NM_001318539	221336	BEND6
NM_153699	221357	GSTA5
NM_181744	221391	OPN5
NM_001347855	221393	ADGRF4
NM_153838	221393	ADGRF4
NM_015234	221395	ADGRF5
NM_001098518	221395	ADGRF5
NM_001010870	221400	TDRD6
NM_001168359	221400	TDRD6
NM_145026	221409	SPATS1
NM_153246	221416	C6orf223
NM_001324369	221416	C6orf223
NM_001171992	221416	C6orf223
NM_001193341	221421	RSPH9
NM_152732	221421	RSPH9
NM_001271882	221424	LRRC73
NM_001012974	221424	LRRC73
NM_001329686	221443	OARD1
NM_145063	221443	OARD1
NM_001329693	221443	OARD1
NM_001329692	221443	OARD1
NM_001289020	221458	KIF6
NM_145027	221458	KIF6
NM_001289021	221458	KIF6
NM_001289024	221458	KIF6
NM_001286401	221468	TMEM217
NM_145316	221468	TMEM217
NM_001162900	221468	TMEM217
NM_173558	221472	FGD2
NM_153370	221476	PI16
NM_001199159	221476	PI16
NM_001286636	221477	C6orf89
NM_001286637	221477	C6orf89
NM_001286635	221477	C6orf89
NM_152734	221477	C6orf89
NM_001286574	221481	ARMC12
NM_001286576	221481	ARMC12
NM_145028	221481	ARMC12
NM_001008704	221491	SMIM29
NM_001008703	221491	SMIM29
NM_001287396	221491	SMIM29
NM_178508	221491	SMIM29
NM_001287397	221491	SMIM29
NM_001287398	221491	SMIM29
NM_181336	221496	LEMD2
NM_001348709	221496	LEMD2
NM_001348710	221496	LEMD2
NM_001143944	221496	LEMD2
NM_152735	221504	ZBTB9
NM_152735	221504	ZBTB9
NM_181842	221527	ZBTB12
NM_181842	221527	ZBTB12
NM_181842	221527	ZBTB12
NM_181842	221527	ZBTB12
NM_181842	221527	ZBTB12
NM_145029	221545	C6orf136
NM_001109938	221545	C6orf136
NM_001161376	221545	C6orf136
NM_001109938	221545	C6orf136
NM_145029	221545	C6orf136
NM_001161376	221545	C6orf136
NM_001161376	221545	C6orf136
NM_001109938	221545	C6orf136
NM_145029	221545	C6orf136
NM_001109938	221545	C6orf136
NM_145029	221545	C6orf136
NM_001161376	221545	C6orf136
NM_001161376	221545	C6orf136
NM_145029	221545	C6orf136
NM_001109938	221545	C6orf136
NM_001109938	221545	C6orf136
NM_145029	221545	C6orf136
NM_001161376	221545	C6orf136
NM_001109938	221545	C6orf136
NM_145029	221545	C6orf136
NM_001161376	221545	C6orf136
NM_170745	221613	HIST1H2AA
NM_153042	221656	KDM1B
NM_001143942	221662	RBM24
NM_001143941	221662	RBM24
NM_153020	221662	RBM24
NM_152737	221687	RNF182
NM_001165034	221687	RNF182
NM_001165032	221687	RNF182
NM_001165033	221687	RNF182
NM_030948	221692	PHACTR1
NM_001322308	221692	PHACTR1
NM_001242648	221692	PHACTR1
NM_001322309	221692	PHACTR1
NM_001322310	221692	PHACTR1
NM_001322311	221692	PHACTR1
NM_001322312	221692	PHACTR1
NM_001322313	221692	PHACTR1
NM_001322314	221692	PHACTR1
NM_001135575	221710	SMIM13
NM_001040274	221711	SYCP2L
NM_183373	221749	PXDC1
NM_001350980	221785	ZSCAN25
NM_001350983	221785	ZSCAN25
NM_001350982	221785	ZSCAN25
NM_001350979	221785	ZSCAN25
NM_001350981	221785	ZSCAN25
NM_145115	221785	ZSCAN25
NM_145111	221786	FAM200A
NM_001135924	221806	VWDE
NM_175886	221823	PRPS1L1
NM_001002926	221830	TWISTNB
NM_182700	221833	SP8
NM_198956	221833	SP8
NM_175061	221895	JAZF1
NM_145030	221908	PPP1R35
NM_152742	221914	GPC2
NM_152743	221927	BRAT1
NM_152744	221935	SDK1
NM_001079653	221935	SDK1
NM_001037165	221937	FOXK1
NM_001270375	221938	MMD2
NM_001100600	221938	MMD2
NM_198403	221938	MMD2
NM_139179	221955	DAGLB
NM_001142936	221955	DAGLB
NM_198097	221960	CCZ1B
NM_015204	221981	THSD7A
NM_182546	222008	VSTM2A
NM_001301009	222008	VSTM2A
NM_001317843	222008	VSTM2A
NM_001303061	222068	TMED4
NM_001303062	222068	TMED4
NM_182547	222068	TMED4
NM_001303059	222068	TMED4
NM_001303058	222068	TMED4
NM_001303060	222068	TMED4
NM_152793	222166	MTURN
NM_001329997	222171	PRR15
NM_001329996	222171	PRR15
NM_175887	222171	PRR15
NM_001110199	222183	SRRM3
NM_001291831	222183	SRRM3
NM_198467	222194	RSBN1L
NM_001142749	222223	KIAA1324L
NM_001291990	222223	KIAA1324L
NM_152748	222223	KIAA1324L
NM_001291991	222223	KIAA1324L
NM_001317721	222229	LRWD1
NM_152892	222229	LRWD1
NM_001145269	222234	FAM185A
NM_001145268	222234	FAM185A
NM_001287150	222235	FBXL13
NM_145032	222235	FBXL13
NM_001111038	222235	FBXL13
NM_198990	222236	NAPEPLD
NM_001122838	222236	NAPEPLD
NM_198990	222236	NAPEPLD
NM_001122838	222236	NAPEPLD
NM_020725	222255	ATXN7L1
NM_138495	222255	ATXN7L1
NM_001318229	222255	ATXN7L1
NM_152749	222255	ATXN7L1
NM_152750	222256	CDHR3
NM_001301161	222256	CDHR3
NM_152751	222389	BEND7
NM_001100912	222389	BEND7
NM_153371	222484	LNX2
NM_170776	222487	ADGRG3
NM_001308360	222487	ADGRG3
NM_153612	222537	HS3ST5
NM_148963	222545	GPRC6A
NM_001286355	222545	GPRC6A
NM_001286354	222545	GPRC6A
NM_173560	222546	RFX6
NM_001029858	222553	SLC35F1
NM_001010872	222584	FAM83B
NM_153839	222611	ADGRF2
NM_001010873	222642	TSPO2
NM_001159726	222642	TSPO2
NM_173561	222643	UNC5CL
NM_173562	222658	KCTD20
NM_001286579	222658	KCTD20
NM_001286580	222658	KCTD20
NM_152990	222659	PXT1
NM_182548	222662	LHFPL5
NM_001303136	222663	SCUBE3
NM_152753	222663	SCUBE3
NM_001012455	222696	ZSCAN23
NM_001007531	222698	NKAPL
NM_173563	222826	FAM217A
NM_001134450	222865	TMEM130
NM_152913	222865	TMEM130
NM_001134451	222865	TMEM130
NM_152898	222894	FERD3L
NM_173564	222950	NYAP1
NM_153247	222962	SLC29A4
NM_001040661	222962	SLC29A4
NM_001300847	222962	SLC29A4
NM_173565	222967	RSPH10B
NM_194300	223075	CCDC129
NM_001257967	223075	CCDC129
NM_001257968	223075	CCDC129
NM_147128	223082	ZNRF2
NM_152754	223117	SEMA3D
NM_139021	225689	MAPK15
NM_139021	225689	MAPK15
NM_001142634	245711	SPDYA
NM_001008779	245711	SPDYA
NM_182756	245711	SPDYA
NM_139249	245802	MS4A6E
NM_153453	245806	VGLL2
NM_182645	245806	VGLL2
NM_152755	245812	CNPY4
NM_152250	245908	DEFB105A
NM_152251	245909	DEFB106A
NM_001037668	245910	DEFB107A
NM_001002035	245911	DEFB108B
NM_001037728	245913	DEFB110
NM_001037497	245913	DEFB110
NM_001037498	245915	DEFB112
NM_001037729	245927	DEFB113
NM_001037499	245928	DEFB114
NM_001037730	245929	DEFB115
NM_001037731	245930	DEFB116
NM_153289	245932	DEFB119
NM_153323	245932	DEFB119
NM_001271209	245932	DEFB119
NM_001171832	245934	DEFB121
NM_001011878	245934	DEFB121
NM_153324	245936	DEFB123
NM_001037500	245937	DEFB124
NM_153325	245938	DEFB125
NM_001037732	245939	DEFB128
NM_001037804	245940	DEFB130A
NM_152565	245972	ATP6V0D2
NM_001039362	245973	ATP6V1C2
NM_144583	245973	ATP6V1C2
NM_139250	246100	CTAG1A
NM_144571	246175	CNOT6L
NM_001286790	246175	CNOT6L
NM_139285	246176	GAS2L2
NM_139286	246184	CDC26
NM_001145288	246213	SLC17A8
NM_139319	246213	SLC17A8
NM_002936	246243	RNASEH1
NM_001286834	246243	RNASEH1
NM_001286837	246243	RNASEH1
NM_145315	246269	AFG1L
NM_001323005	246269	AFG1L
NM_001286256	246329	STAC3
NM_145064	246329	STAC3
NM_001286257	246329	STAC3
NM_001098510	246330	PELI3
NM_145065	246330	PELI3
NM_001243136	246330	PELI3
NM_001243135	246330	PELI3
NM_032959	246721	POLR2J2
NM_001007532	246744	STH
NM_001007532	246744	STH
NM_145658	246777	SPESP1
NM_145659	246778	IL27
NM_016456	252839	TMEM9
NM_001288566	252839	TMEM9
NM_001288568	252839	TMEM9
NM_001288569	252839	TMEM9
NM_001288564	252839	TMEM9
NM_001288567	252839	TMEM9
NM_001288565	252839	TMEM9
NM_001288571	252839	TMEM9
NM_001288570	252839	TMEM9
NM_145756	252884	ZNF396
NM_001322286	252884	ZNF396
NM_001322290	252884	ZNF396
NM_001322291	252884	ZNF396
NM_001349439	252969	NEIL2
NM_001135746	252969	NEIL2
NM_001349442	252969	NEIL2
NM_001135747	252969	NEIL2
NM_001135748	252969	NEIL2
NM_001349440	252969	NEIL2
NM_145043	252969	NEIL2
NM_178509	252983	STXBP4
NM_001171940	252995	FNDC5
NM_153756	252995	FNDC5
NM_001171941	252995	FNDC5
NM_001288810	253012	HEPACAM2
NM_001346642	253012	HEPACAM2
NM_198151	253012	HEPACAM2
NM_001039372	253012	HEPACAM2
NM_001288804	253012	HEPACAM2
NM_001010874	253017	TECRL
NM_173566	253143	PRR14L
NM_173567	253152	EPHX4
NM_001003895	253175	CDY1B
NM_001003894	253175	CDY1B
NM_014509	253190	SERHL2
NM_001284334	253190	SERHL2
NM_001285440	253260	RICTOR
NM_152756	253260	RICTOR
NM_001285439	253260	RICTOR
NM_001099408	253314	EIF4E1B
NM_152230	253430	IPMK
NM_001080412	253461	ZBTB38
NM_001350100	253461	ZBTB38
NM_001350099	253461	ZBTB38
NM_001010875	253512	SLC25A30
NM_001286806	253512	SLC25A30
NM_001286807	253512	SLC25A30
NM_001002257	253558	LCLAT1
NM_001304446	253558	LCLAT1
NM_182551	253558	LCLAT1
NM_001304445	253558	LCLAT1
NM_001167675	253559	CADM2
NM_001256505	253559	CADM2
NM_001256504	253559	CADM2
NM_001167674	253559	CADM2
NM_001256503	253559	CADM2
NM_001256502	253559	CADM2
NM_153184	253559	CADM2
NM_001010876	253582	TMEM244
NM_174931	253635	GPATCH11
NM_001322249	253635	GPATCH11
NM_001278505	253635	GPATCH11
NM_175888	253639	ZNF620
NM_001256167	253639	ZNF620
NM_001256168	253639	ZNF620
NM_147195	253650	ANKRD18A
NM_001350600	253714	MMS22L
NM_001350599	253714	MMS22L
NM_198468	253714	MMS22L
NM_015262	253725	WASHC2C
NM_001330074	253725	WASHC2C
NM_001169106	253725	WASHC2C
NM_001169107	253725	WASHC2C
NM_001005463	253738	EBF3
NM_182552	253769	WDR27
NM_001202550	253769	WDR27
NM_203463	253782	CERS6
NM_001256126	253782	CERS6
NM_198080	253827	MSRB3
NM_001193460	253827	MSRB3
NM_001031679	253827	MSRB3
NM_001193461	253827	MSRB3
NM_153251	253832	ZDHHC20
NM_001286638	253832	ZDHHC20
NM_178127	253935	ANGPTL5
NM_152758	253943	YTHDF3
NM_001277817	253943	YTHDF3
NM_001277813	253943	YTHDF3
NM_001277818	253943	YTHDF3
NM_001277814	253943	YTHDF3
NM_001277815	253943	YTHDF3
NM_001277816	253943	YTHDF3
NM_001283044	253959	RALGAPA1
NM_001330075	253959	RALGAPA1
NM_001346248	253959	RALGAPA1
NM_001346243	253959	RALGAPA1
NM_014990	253959	RALGAPA1
NM_001283043	253959	RALGAPA1
NM_001346246	253959	RALGAPA1
NM_194301	253959	RALGAPA1
NM_001101341	253970	SFTA3
NM_178863	253980	KCTD13
NM_181718	253982	ASPHD1
NM_001135864	254013	ETFBKMT
NM_173802	254013	ETFBKMT
NM_001135863	254013	ETFBKMT
NM_199227	254042	METAP1D
NM_001322279	254042	METAP1D
NM_001322278	254042	METAP1D
NM_173569	254048	UBN2
NM_152759	254050	LRRC43
NM_001098519	254050	LRRC43
NM_153252	254065	BRWD3
NM_001099409	254102	EHBP1L1
NM_152760	254122	SNX32
NM_152761	254158	CXorf58
NM_001169574	254158	CXorf58
NM_203301	254170	FBXO33
NM_153254	254173	TTLL10
NM_001130045	254173	TTLL10
NM_152762	254187	TSGA10IP
NM_001098638	254225	RNF169
NM_153711	254228	FAM26E
NM_174932	254240	BPIFC
NM_153686	254251	LCORL
NM_001166139	254251	LCORL
NM_182553	254263	CNIH2
NM_152763	254268	AKNAD1
NM_001039397	254272	TBC1D28
NM_001100876	254295	PHYHD1
NM_174933	254295	PHYHD1
NM_001100877	254295	PHYHD1
NM_001348571	254359	ZDHHC24
NM_207340	254359	ZDHHC24
NM_153255	254394	MCM9
NM_017696	254394	MCM9
NM_153256	254427	PROSER2
NM_173854	254428	SLC41A1
NM_001136485	254439	C11orf86
NM_152764	254528	MEIOB
NM_001163560	254528	MEIOB
NM_153613	254531	LPCAT4
NM_181843	254552	NUDT8
NM_001243750	254552	NUDT8
NM_175735	254773	LYG2
NM_152765	254778	C8orf46
NM_001005490	254783	OR6C74
NM_054104	254786	OR6C3
NM_207015	254827	NAALADL2
NM_152766	254863	TMEM256
NM_001005471	254879	OR2T6
NM_001005471	254879	OR2T6
NM_001005471	254879	OR2T6
NM_001320467	254887	ZDHHC23
NM_173570	254887	ZDHHC23
NM_001320468	254887	ZDHHC23
NM_001320466	254887	ZDHHC23
NM_178438	254910	LCE5A
NM_181623	254950	KRTAP15-1
NM_198469	254956	MORN5
NM_001286828	254956	MORN5
NM_001005235	254973	OR1L4
NM_001001412	255022	CALHM1
NM_173803	255027	MPV17L
NM_001128423	255027	MPV17L
NM_173803	255027	MPV17L
NM_001128423	255027	MPV17L
NM_173804	255043	TMEM86B
NM_152769	255057	CBARP
NM_001077505	255061	TAC4
NM_170685	255061	TAC4
NM_001077503	255061	TAC4
NM_001077506	255061	TAC4
NM_001077504	255061	TAC4
NM_194302	255101	CFAP65
NM_001278295	255101	CFAP65
NM_001278296	255101	CFAP65
NM_152389	255101	CFAP65
NM_001349112	255104	TMCO4
NM_181719	255104	TMCO4
NM_152770	255119	C4orf22
NM_001206997	255119	C4orf22
NM_213600	255189	PLA2G4F
NM_001003936	255220	TXNDC8
NM_001286946	255220	TXNDC8
NM_001286947	255220	TXNDC8
NM_153259	255231	MCOLN2
NM_001330647	255231	MCOLN2
NM_178510	255239	ANKK1
NM_153260	255252	LRRC57
NM_001145113	255275	MYADML2
NM_173571	255313	CT47A11
NM_001270990	255324	EPGN
NM_001270989	255324	EPGN
NM_001270991	255324	EPGN
NM_001270992	255324	EPGN
NM_001270993	255324	EPGN
NM_001001663	255349	TMEM211
NM_203397	255374	MBLAC1
NM_001286262	255394	TCP11L2
NM_152772	255394	TCP11L2
NM_001039127	255403	ZNF718
NM_001289930	255403	ZNF718
NM_001289931	255403	ZNF718
NM_001351123	255411	TEX49
NM_001351125	255411	TEX49
NM_175062	255426	RASGEF1C
NM_182757	255488	RNF144B
NM_153702	255520	ELMOD2
NM_170610	255626	HIST1H2BA
NM_001349955	255631	COL24A1
NM_152890	255631	COL24A1
NM_001004052	255725	OR52B2
NM_174936	255738	PCSK9
NM_001033047	255743	NPNT
NM_001184690	255743	NPNT
NM_001184691	255743	NPNT
NM_001184692	255743	NPNT
NM_001184693	255743	NPNT
NM_001351628	255758	TCTEX1D2
NM_152773	255758	TCTEX1D2
NM_173806	255762	PDZD9
NM_178511	255783	INAFM1
NM_001320473	255798	SMCO1
NM_001077657	255798	SMCO1
NM_001136482	255809	C19orf38
NM_181844	255877	BCL6B
NM_153261	255919	CNEP1R1
NM_001281789	255919	CNEP1R1
NM_001146262	255928	SYT14
NM_001146261	255928	SYT14
NM_153262	255928	SYT14
NM_001146264	255928	SYT14
NM_001256006	255928	SYT14
NM_175854	255967	PAN3
NM_001164443	256006	ANKRD31
NM_153263	256051	ZNF549
NM_001199295	256051	ZNF549
NM_001278298	256076	COL6A5
NM_153264	256076	COL6A5
NM_001105578	256126	SYCE2
NM_152774	256130	TMEM196
NM_001004702	256144	OR4C3
NM_001004725	256148	OR4S1
NM_001291815	256158	HMCN2
NM_001190790	256223	CDRT15L2
NM_207342	256227	STEAP1B
NM_001164460	256227	STEAP1B
NM_177533	256281	NUDT14
NM_001318380	256281	NUDT14
NM_178161	256297	PTF1A
NM_152914	256302	NATD1
NM_001145411	256309	CCDC110
NM_152775	256309	CCDC110
NM_173573	256329	LMNTD2
NM_173573	256329	LMNTD2
NM_001039547	256356	GK5
NM_153265	256364	EML3
NM_001300793	256364	EML3
NM_001300794	256364	EML3
NM_001351596	256369	CCDC197
NM_001286408	256380	SCML4
NM_001286409	256380	SCML4
NM_198081	256380	SCML4
NM_001080451	256394	SERPINA11
NM_152996	256435	ST6GALNAC3
NM_001160011	256435	ST6GALNAC3
NM_152778	256471	MFSD8
NM_153266	256472	TMEM151A
NM_174937	256536	TCERG1L
NM_153374	256586	LYSMD2
NM_001143917	256586	LYSMD2
NM_198279	256643	BCLAF3
NM_001284292	256646	NUTM1
NM_001284293	256646	NUTM1
NM_175741	256646	NUTM1
NM_153267	256691	MAMDC2
NM_153267	256691	MAMDC2
NM_001304964	256710	GLIPR1L1
NM_152779	256710	GLIPR1L1
NM_152780	256714	MAP7D2
NM_001168465	256714	MAP7D2
NM_001168466	256714	MAP7D2
NM_001168467	256714	MAP7D2
NM_182758	256764	WDR72
NM_001277176	256764	WDR72
NM_153714	256815	C10orf67
NM_001004752	256892	OR51F1
NM_148896	256933	NPB
NM_198471	256949	KANK3
NM_152781	256957	HEATR9
NM_001321395	256957	HEATR9
NM_152781	256957	HEATR9
NM_001321395	256957	HEATR9
NM_001030019	256979	SUN3
NM_152782	256979	SUN3
NM_001284350	256979	SUN3
NM_001174071	256987	SERINC5
NM_178276	256987	SERINC5
NM_001174072	256987	SERINC5
NM_001244962	257019	FRMD3
NM_001244961	257019	FRMD3
NM_001244959	257019	FRMD3
NM_174938	257019	FRMD3
NM_001244960	257019	FRMD3
NM_001242340	257044	CATSPERE
NM_173807	257044	CATSPERE
NM_001130957	257044	CATSPERE
NM_152784	257062	CATSPERD
NM_153268	257068	PLCXD2
NM_001185106	257068	PLCXD2
NM_001114759	257101	ZNF683
NM_173574	257101	ZNF683
NM_001307925	257101	ZNF683
NM_181720	257106	ARHGAP30
NM_001287600	257106	ARHGAP30
NM_001025598	257106	ARHGAP30
NM_001287602	257106	ARHGAP30
NM_001190259	257144	GCSAM
NM_152785	257144	GCSAM
NM_001190260	257144	GCSAM
NM_001278249	257160	RNF214
NM_001077239	257160	RNF214
NM_207343	257160	RNF214
NM_001278629	257169	C9orf43
NM_001278630	257169	C9orf43
NM_152786	257169	C9orf43
NM_001013625	257177	CFAP126
NM_173808	257194	NEGR1
NM_182701	257202	GPX6
NM_182701	257202	GPX6
NM_173082	257218	SHPRH
NM_001042683	257218	SHPRH
NM_153376	257236	CCDC96
NM_153270	257240	KLHL34
NM_198152	257313	UTS2B
NM_153271	257364	SNX33
NM_001318146	257364	SNX33
NM_152787	257397	TAB3
NM_001144994	257407	C2orf72
NM_001040057	257415	FAM133B
NM_152789	257415	FAM133B
NM_001288584	257415	FAM133B
NM_145865	257629	ANKS4B
NM_001320342	258010	SVIP
NM_148893	258010	SVIP
NM_001320341	258010	SVIP
NM_001320340	258010	SVIP
NM_147129	259173	ALS2CL
NM_001190707	259173	ALS2CL
NM_182775	259173	ALS2CL
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
NM_001145466	259197	NCR3
NM_001145467	259197	NCR3
NM_147130	259197	NCR3
